Fwd_Rate        Rev_Rate        Net_Rate        PEI             Reaction_string                 
1.210531e-04    1.210562e-04    -3.031493e-09   4.999937e-01    NH3 + OH <=> H2O + NH2
2.013038e-05    2.013088e-05    -5.078153e-10   4.999937e-01    NH3 + O <=> NH2 + OH
2.386710e-04    2.234473e-04    1.522374e-05    5.164717e-01    CO2 + NH <=> CO + HNO
2.155771e-11    2.151406e-11    4.364165e-14    5.005066e-01    CN + NO2 <=> NCO + NO
1.552346e-09    1.807484e-09    -2.551384e-10   4.620311e-01    NCO + NO2 <=> CO2 + N2O
1.163813e-03    1.082138e-03    8.167560e-05    5.181829e-01    CO2 + N <=> CO + NO
9.905225e-13    0.000000e+00    9.905225e-13    1.000000e+00    CH3 + O => CO + H + H2
2.191797e-23    2.005383e-23    1.864141e-24    5.222071e-01    C2H4 + O <=> CH2CHO + H
4.263400e-27    4.144214e-28    3.848979e-27    9.114072e-01    C2H5 + O <=> CH3CHO + H
5.973309e+00    5.973210e+00    9.826140e-05    5.000041e-01    HO2 + OH <=> H2O + O2
8.887575e-14    0.000000e+00    8.887575e-14    1.000000e+00    CH3 + OH => CH2O + H2
4.561698e-15    3.253233e-15    1.308465e-15    5.837157e-01    CH + H2 (+M) <=> CH3 (+M)
2.148143e-12    0.000000e+00    2.148143e-12    1.000000e+00    CH2 + O2 => CO2 + 2 H
8.888866e-13    1.274351e-12    -3.854648e-13   4.109056e-01    CH2 + O2 <=> CH2O + O
3.161707e-27    0.000000e+00    3.161707e-27    1.000000e+00    2 CH2 => C2H2 + 2 H
5.726208e-14    0.000000e+00    5.726208e-14    1.000000e+00    CH2(S) + H2O => CH2O + H2
6.687594e-22    5.891411e-22    7.961822e-23    5.316473e-01    C2H3 + O2 <=> CH2CHO + O
9.727516e-23    9.882537e-23    -1.550210e-24   4.960474e-01    C2H3 + O2 <=> C2H2 + HO2
6.088966e-24    6.807285e-23    -6.198388e-23   8.210379e-02    CH3CHO + O <=> CH2CHO + OH
6.088966e-24    0.000000e+00    6.088966e-24    1.000000e+00    CH3CHO + O => CH3 + CO + OH
1.242221e-24    0.000000e+00    1.242221e-24    1.000000e+00    CH3CHO + O2 => CH3 + CO + HO2
9.428921e-24    1.054127e-22    -9.598373e-23   8.210373e-02    CH3CHO + H <=> CH2CHO + H2
9.428921e-24    0.000000e+00    9.428921e-24    1.000000e+00    CH3CHO + H => CH3 + CO + H2
1.412066e-22    0.000000e+00    1.412066e-22    1.000000e+00    CH3CHO + OH => CH3 + CO + H2O
4.874527e-27    0.000000e+00    4.874527e-27    1.000000e+00    CH3CHO + HO2 => CH3 + CO + H2O2
6.006113e-38    0.000000e+00    6.006113e-38    1.000000e+00    CH3 + CH3CHO => CH3 + CH4 + CO
1.404911e-18    1.368024e-18    3.688650e-20    5.066512e-01    CH2CO + H (+M) <=> CH2CHO (+M)
5.424347e-20    0.000000e+00    5.424347e-20    1.000000e+00    CH2CHO + O => CH2 + CO2 + H
2.440653e-22    0.000000e+00    2.440653e-22    1.000000e+00    CH2CHO + O2 => CH2O + CO + OH
3.168804e-22    0.000000e+00    3.168804e-22    1.000000e+00    CH2CHO + O2 => 2 HCO + OH
2.273157e-21    2.089329e-21    1.838280e-22    5.210692e-01    CH2CHO + H <=> CH3 + HCO
1.136578e-21    1.167153e-21    -3.057498e-23   4.933640e-01    CH2CHO + H <=> CH2CO + H2
2.305238e-20    2.367248e-20    -6.201075e-22   4.933643e-01    CH2CHO + OH <=> CH2CO + H2O
5.782304e-20    7.534179e-20    -1.751875e-20   4.342216e-01    CH2CHO + OH <=> CH2OH + HCO
8.043486e-44    1.798447e-36    -1.798447e-36   4.472463e-08    C2H5 + CH3 (+M) <=> C3H8 (+M)
1.092872e-36    1.446018e-37    9.482704e-37    8.831476e-01    C3H8 + O <=> C3H7 + OH
3.867226e-37    5.116868e-38    3.355539e-37    8.831475e-01    C3H8 + H <=> C3H7 + H2
1.710177e-36    2.262795e-37    1.483897e-36    8.831476e-01    C3H8 + OH <=> C3H7 + H2O
6.641327e-42    5.019364e-41    -4.355231e-41   1.168528e-01    C3H7 + H2O2 <=> C3H8 + HO2
1.189776e-52    1.574238e-53    1.032353e-52    8.831474e-01    C3H8 + CH3 <=> C3H7 + CH4
2.482957e-42    6.184538e-36    -6.184536e-36   4.014780e-07    C2H4 + CH3 (+M) <=> C3H7 (+M)
4.041300e-36    1.939766e-42    4.041298e-36    9.999995e-01    C3H7 + O <=> C2H5 + CH2O
1.436083e-40    1.085297e-39    -9.416886e-40   1.168587e-01    C3H7 + H (+M) <=> C3H8 (+M)
1.114885e-36    3.768303e-43    1.114885e-36    9.999997e-01    C3H7 + H <=> C2H5 + CH3
5.367095e-36    2.571654e-42    5.367093e-36    9.999995e-01    C3H7 + OH <=> C2H5 + CH2OH
5.690475e-41    4.300680e-40    -3.731633e-40   1.168541e-01    C3H7 + HO2 <=> C3H8 + O2
6.050730e-39    0.000000e+00    6.050730e-39    1.000000e+00    C3H7 + HO2 => C2H5 + CH2O + OH
1.563575e-51    7.513683e-58    1.563574e-51    9.999995e-01    C3H7 + CH3 <=> 2 C2H5
